RowNum,Transect_id,year,Analysis type,Basal_cm,Canopy_cm,Total_cm,Transect_cm,Code,Status,Full_name,RevBI,FS_BAND,TRT,PctC,Growth_form,Origin
3639,2U2,2013,entire,0,126,126,5004,caxx,live,Carex spp.,Unburned,FS,Unseeded,3,G,
3640,2U2,2013,entire,0,14,14,5004,chfe,dead,Cheilanthes feei,Unburned,FS,Unseeded,0,0,
3641,2U2,2013,entire,0,124,124,5004,badi,dead,Bahia dissecta,Unburned,FS,Unseeded,2,F,
3642,2U2,2013,entire,0,10,10,5004,alce,live,Allium cernuum,Unburned,FS,Unseeded,0,F,
3643,2U2,2013,entire,0,9,9,5004,cefe,live,Ceanothus fendleri,Unburned,FS,Unseeded,0,U,
3644,2U2,2013,entire,0,17,17,5004,chgr,dead,Chenopodium graveolens,Unburned,FS,Unseeded,0,F,
3645,2U2,2013,entire,0,1,1,5004,forb,live,Unidentified forb,Unburned,FS,Unseeded,0,F,
3646,2U2,2013,entire,0,71,71,5004,veth,live,Verbascum thapsus,Unburned,FS,Unseeded,1,F,
3647,2U2,2013,entire,0,17,17,5004,viam,live,Vicia americana,Unburned,FS,Unseeded,0,F,
3648,2U2,2013,entire,0,8,8,5004,lowr,dead,Lotus wrightii,Unburned,FS,Unseeded,0,F,
3649,2U2,2013,entire,0,75,75,5004,arlu,live,Artemisia ludoviciana,Unburned,FS,Unseeded,1,F,
3650,2U2,2013,entire,0,22,22,5004,chxx,live,Chenopodium sp.,Unburned,FS,Unseeded,0,F,
3651,2U2,2016,entire,1814,496,2310,5007,litt,live,Litter,Unburned,FS,Unseeded,10,L,
3652,2U2,2016,entire,1239,0,1239,5007,bare,live,"combined soil,pumc,grav,rock",Unburned,FS,Unseeded,0,F,
3653,2U2,2016,entire,901,10,911,5007,rock,live,Rock,Unburned,FS,Unseeded,0,B,
3654,2U2,2016,entire,628,0,628,5007,pumc,live,Pumice soil,Unburned,FS,Unseeded,0,B,
3655,2U2,2016,entire,187,138,325,5007,veth,dead,Verbascum thapsus,Unburned,FS,Unseeded,3,F,
3656,2U2,2016,entire,60,314,374,5007,veth,live,Verbascum thapsus,Unburned,FS,Unseeded,6,F,
3657,2U2,2016,entire,59,403,462,5007,gras,live,Unidentified grass,Unburned,FS,Unseeded,8,G,
3658,2U2,2016,entire,53,593,646,5007,wood,live,Dead wood,Unburned,FS,Unseeded,12,L,
3659,2U2,2016,entire,46,1910,1956,5007,forb,live,Unidentified forb,Unburned,FS,Unseeded,38,F,
3660,2U2,2016,entire,9,404,413,5007,pipo,dead,Pinus ponderosa,Unburned,FS,Unseeded,8,T,
3661,2U2,2016,entire,6,166,172,5007,quga,live,Quercus gambellii,Unburned,FS,Unseeded,3,S,
3662,2U2,2016,entire,3,3,6,5007,forb,dead,Unidentified forb,Unburned,FS,Unseeded,0,F,
3663,2U2,2016,entire,2,128,130,5007,rone,live,Robinia neomexicana,Unburned,FS,Unseeded,3,S,
3664,2U2,2016,entire,0,25,25,5007,lase,live,Lactuca serriola,Unburned,FS,Unseeded,0,F,
3665,2U2,2016,entire,0,9,9,5007,rowo,live,Rosa woodsii,Unburned,FS,Unseeded,0,T,
3666,2U2,2016,entire,0,119,119,5007,shru,live,Unidentified shrub,Unburned,FS,Unseeded,2,S,
3667,2U2,2016,entire,0,29,29,5007,coca,live,Conyza canadensis,Unburned,FS,Unseeded,1,F,
3668,2U2,2019,entire,1828,302,2130,5015,litt,live,Litter,Unburned,FS,Unseeded,6,L,
3669,2U2,2019,entire,993,28,1021,5015,rock,live,Rock,Unburned,FS,Unseeded,1,B,
3670,2U2,2019,entire,925,0,925,5015,pumc,live,Pumice soil,Unburned,FS,Unseeded,0,B,
3671,2U2,2019,entire,614,0,614,5015,bare,live,"combined soil,pumc,grav,rock",Unburned,FS,Unseeded,0,F,
3672,2U2,2019,entire,285,674,959,5015,wood,live,Dead wood,Unburned,FS,Unseeded,13,L,
3673,2U2,2019,entire,174,307,481,5015,veth,live,Verbascum thapsus,Unburned,FS,Unseeded,6,F,
3674,2U2,2019,entire,44,90,134,5015,badi,live,Bahia dissecta,Unburned,FS,Unseeded,2,F,
3675,2U2,2019,entire,40,406,446,5015,pofe,live,Poa fendleriana,Unburned,FS,Unseeded,8,G,
3676,2U2,2019,entire,24,368,392,5015,gexx,live,Geranium species,Unburned,FS,Unseeded,7,F,
3677,2U2,2019,entire,20,307,327,5015,care,live,Carex spp.,Unburned,FS,Unseeded,6,G,
3678,2U2,2019,entire,16,258,274,5015,elel,live,Elymus elymoides,Unburned,FS,Unseeded,5,G,
3679,2U2,2019,entire,13,223,236,5015,ruid,live,Rubus idaeus,Unburned,FS,Unseeded,4,F,
3680,2U2,2019,entire,11,50,61,5015,forb,live,Unidentified forb,Unburned,FS,Unseeded,1,F,
3681,2U2,2019,entire,10,476,486,5015,lowr,live,Lotus wrightii,Unburned,FS,Unseeded,9,F,
3682,2U2,2019,entire,8,335,343,5015,erfl,live,Erigeron flagellaris,Unburned,FS,Unseeded,7,F,
3683,2U2,2019,entire,4,47,51,5015,cine,live,Cirsium neomexicanum,Unburned,FS,Unseeded,1,F,native
3684,2U2,2019,entire,3,14,17,5015,erxx,live,Erigeron spp.,Unburned,FS,Unseeded,0,F,
3685,2U2,2019,entire,2,153,155,5015,cefe,live,Ceanothus fendleri,Unburned,FS,Unseeded,3,U,
3686,2U2,2019,entire,1,0,1,5015,taof,live,Taraxacum officinale,Unburned,FS,Unseeded,0,F,
3687,2U2,2019,entire,0,19,19,5015,arfr,live,Artemisia frigida,Unburned,FS,Unseeded,0,F,native
3688,2U2,2019,entire,0,25,25,5015,brca2,live,Bromus carinatus,Unburned,FS,Unseeded,0,G,
3689,2U2,2019,entire,0,7,7,5015,mumo,live,Muhlenbergia montana,Unburned,FS,Unseeded,0,G,
3690,2U2,2019,entire,0,58,58,5015,fapa,live,Fallugia paradoxa,Unburned,FS,Unseeded,1,S,
3691,2U2,2019,entire,0,4,4,5015,alce,live,Allium cernuum,Unburned,FS,Unseeded,0,F,
3692,2U2,2019,entire,0,64,64,5015,quun,live,Quercus undulata,Unburned,FS,Unseeded,1,S,
3693,2U2,2019,entire,0,10,10,5015,gras,live,Unidentified grass,Unburned,FS,Unseeded,0,G,
3694,2U2,2019,entire,0,78,78,5015,arlu,live,Artemisia ludoviciana,Unburned,FS,Unseeded,2,F,
3695,2U2,2019,entire,0,120,120,5015,quga,live,Quercus gambellii,Unburned,FS,Unseeded,2,S,
3696,2U2,2019,entire,0,26,26,5015,brte,live,Bromus tectorum,Unburned,FS,Unseeded,1,G,
3697,2U2,2019,entire,0,22,22,5015,lact,live,Lactuca spp.,Unburned,FS,Unseeded,0,F,
3698,2U2,2019,entire,0,2,2,5015,veth,dead,Verbascum thapsus,Unburned,FS,Unseeded,0,F,
3699,3HAS1,1997,entire,2211,0,2211,5000,grav,live,Gravel,High,FS,Seeded,0,B,
3700,3HAS1,1997,entire,2028,0,2028,5000,soil,live,Soil,High,FS,Seeded,0,B,
3701,3HAS1,1997,entire,381,2,383,5000,litt,live,Litter,High,FS,Seeded,0,L,
3702,3HAS1,1997,entire,209,70,279,5000,gras2,live,Unidentified grass,High,FS,Seeded,1,G,
3703,3HAS1,1997,entire,118,593,711,5000,brca2,live,Bromus carinatus,High,FS,Seeded,12,G,
3704,3HAS1,1997,entire,38,76,114,5000,lomu,live,Lolium multiflorum,High,FS,Seeded,2,G,
3705,3HAS1,1997,entire,9,0,9,5000,moss,live,Moss,High,FS,Seeded,0,C,
3706,3HAS1,1997,entire,4,0,4,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
3707,3HAS1,1997,entire,2,0,2,5000,root,live,"Tree root, exposed, living",High,FS,Seeded,0,T,
3708,3HAS1,1997,entire,0,88,88,5000,lope,dead,Lolium perenne,High,FS,Seeded,2,G,
3709,3HAS1,1997,entire,0,8,8,5000,lope,live,Lolium perenne,High,FS,Seeded,0,G,
3710,3HAS1,1997,entire,0,818,818,5000,lomu,dead,Lolium multiflorum,High,FS,Seeded,16,G,
3711,3HAS1,1997,entire,0,8,8,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,0,G,
3712,3HAS1,1997,entire,0,1,1,5000,mush,live,Mushroom,High,FS,Seeded,0,M,
3713,3HAS1,1997,entire,0,6,6,5000,ersp,live,Erigeron speciosus,High,FS,Seeded,0,F,
3714,3HAS1,1997,entire,0,15,15,5000,agda,live,Agropyron dasytachum,High,FS,Seeded,0,G,
3715,3HAS1,1997,entire,0,3,3,5000,quga,dead,Quercus gambellii,High,FS,Seeded,0,S,
3716,3has1,1998,entire,2894,0,2894,5000,soil,live,Soil,High,FS,Seeded,0,B,
3717,3has1,1998,entire,1851,0,1851,5000,litt,live,Litter,High,FS,Seeded,0,L,
3718,3has1,1998,entire,143,500,643,5000,brca2,live,Bromus carinatus,High,FS,Seeded,10,G,
3719,3has1,1998,entire,46,219,265,5000,lomu,live,Lolium multiflorum,High,FS,Seeded,4,G,
3720,3has1,1998,entire,25,0,25,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
3721,3has1,1998,entire,24,12,36,5000,lomu,dead,Lolium multiflorum,High,FS,Seeded,0,G,
3722,3has1,1998,entire,17,2,19,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
3723,3has1,1998,entire,0,1,1,5000,chvi,live,Chrysopsis villosa,High,FS,Seeded,0,F,
3724,3has1,1998,entire,0,205,205,5000,brca2,dead,Bromus carinatus,High,FS,Seeded,4,G,
3725,3has1,1998,entire,0,81,81,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,2,G,
3726,3has1,1998,entire,0,1,1,5000,gras2,live,Unidentified grass,High,FS,Seeded,0,G,
3727,3has1,1998,entire,0,12,12,5000,agda,live,Agropyron dasytachum,High,FS,Seeded,0,G,
3728,3has1,1998,entire,0,32,32,5000,brin,live,Bromus inermis,High,FS,Seeded,1,G,
3729,3HAS1,2008,entire,2235,0,2235,5010,litt,live,Litter,High,FS,Seeded,0,L,
3730,3HAS1,2008,entire,1496,0,1496,5010,bare,live,"combined soil,cryp,pumc,grav,rock",High,FS,Seeded,0,B,
3731,3HAS1,2008,entire,542,1129,1671,5010,brin,live,Bromus inermis,High,FS,Seeded,23,G,
3732,3HAS1,2008,entire,507,320,827,5010,wood,live,Dead wood,High,FS,Seeded,6,L,
3733,3HAS1,2008,entire,45,87,132,5010,bocu,live,Bouteloua curtipendula,High,FS,Seeded,2,G,
3734,3HAS1,2008,entire,37,69,106,5010,gras,live,Unidentified grass,High,FS,Seeded,1,G,
3735,3HAS1,2008,entire,32,62,94,5010,elel,live,Elymus elymoides,High,FS,Seeded,1,G,
3736,3HAS1,2008,entire,27,92,119,5010,caxx,live,Carex spp.,High,FS,Seeded,2,G,
3737,3HAS1,2008,entire,24,32,56,5010,pipo,dead,Pinus ponderosa,High,FS,Seeded,1,T,
3738,3HAS1,2008,entire,21,41,62,5010,brin,dead,Bromus inermis,High,FS,Seeded,1,G,
3739,3HAS1,2008,entire,20,0,20,5010,moss,live,Moss,High,FS,Seeded,0,C,
3740,3HAS1,2008,entire,14,22,36,5010,anpa,live,Antennaria parvifolia,High,FS,Seeded,0,F,
3741,3HAS1,2008,entire,10,187,197,5010,chvi2,live,Chrysopsis villosa,High,FS,Seeded,4,F,
3742,3HAS1,2008,entire,0,244,244,5010,quga,live,Quercus gambellii,High,FS,Seeded,5,S,
3743,3HAS1,2008,entire,0,149,149,5010,rone,live,Robinia neomexicana,High,FS,Seeded,3,S,
3744,3HAS1,2008,entire,0,15,15,5010,jumo,live,Juniperus monosperma,High,FS,Seeded,0,T,
3745,3HAS1,2008,entire,0,2,2,5010,hapi,live,Hackelia pinetorum,High,FS,Seeded,0,F,
3746,3HAS1,2008,entire,0,2,2,5010,lipu,live,Linum puberulum,High,FS,Seeded,0,F,
3747,3HAS1,2008,entire,0,25,25,5010,eltr,live,Elymus trachycaulum,High,FS,Seeded,0,G,
3748,3HAS1,2008,entire,0,3,3,5010,pexx,live,unknown Penstemon,High,FS,Seeded,0,F,
3749,3HAS1,2013,entire,4391,0,4391,5007,bare,live,"combined soil,pumc,grav,rock",High,FS,Seeded,0,F,
3750,3HAS1,2013,entire,457,89,546,5007,litt,live,Litter,High,FS,Seeded,2,L,
3751,3HAS1,2013,entire,106,614,720,5007,brin,live,Bromus inermis,High,FS,Seeded,12,G,
3752,3HAS1,2013,entire,26,60,86,5007,lipu,live,Liatris punctata,High,FS,Seeded,1,F,
3753,3HAS1,2013,entire,18,0,18,5007,wood,live,Dead wood,High,FS,Seeded,0,L,
3754,3HAS1,2013,entire,9,146,155,5007,chvi2,live,Chrysopsis villosa,High,FS,Seeded,3,F,
3755,3HAS1,2013,entire,0,31,31,5007,quga,live,Quercus gambellii,High,FS,Seeded,1,S,
3756,3HAS1,2013,entire,0,14,14,5007,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
3757,3HAS1,2013,entire,0,15,15,5007,chgr,live,Chenopodium graveolens,High,FS,Seeded,0,F,
3758,3HAS1,2013,entire,0,133,133,5007,rone,live,Robinia neomexicana,High,FS,Seeded,3,S,
3759,3HAS1,2013,entire,0,11,11,5007,rone,dead,Robinia neomexicana,High,FS,Seeded,0,S,
3760,3HAS1,2013,entire,0,47,47,5007,brin,dead,Bromus inermis,High,FS,Seeded,1,G,
3761,3HAS1,2013,entire,0,95,95,5007,bocu,live,Bouteloua curtipendula,High,FS,Seeded,2,G,
3762,3HAS1,2016,entire,3798,0,3798,5000,bare,live,"combined soil,pumc,grav,rock",High,FS,Seeded,0,F,
3763,3HAS1,2016,entire,927,1709,2636,5000,brin,live,Bromus inermis,High,FS,Seeded,34,G,
3764,3HAS1,2016,entire,171,64,235,5000,litt,live,Litter,High,FS,Seeded,1,L,
3765,3HAS1,2016,entire,38,502,540,5000,chvi2,live,Chrysopsis villosa,High,FS,Seeded,10,F,
3766,3HAS1,2016,entire,30,0,30,5000,blit,live,"dead, attached BRIN lvs on grnd over bare",High,FS,Seeded,0,L,
3767,3HAS1,2016,entire,22,0,22,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
3768,3HAS1,2016,entire,9,0,9,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
3769,3HAS1,2016,entire,3,206,209,5000,quga,live,Quercus gambellii,High,FS,Seeded,4,S,
3770,3HAS1,2016,entire,2,7,9,5000,brin,dead,Bromus inermis,High,FS,Seeded,0,G,
3771,3HAS1,2016,entire,0,64,64,5000,forb,live,Unidentified forb,High,FS,Seeded,1,F,
3772,3HAS1,2016,entire,0,6,6,5000,forb,dead,Unidentified forb,High,FS,Seeded,0,F,
3773,3HAS1,2016,entire,0,102,102,5000,gras,live,Unidentified grass,High,FS,Seeded,2,G,
3774,3HAS1,2016,entire,0,31,31,5000,rone,live,Robinia neomexicana,High,FS,Seeded,1,S,
3775,3HAS1,2019,entire,3564,0,3564,5000,bare,live,"combined soil,pumc,grav,rock",High,FS,Seeded,0,F,
3776,3HAS1,2019,entire,761,89,850,5000,litt,live,Litter,High,FS,Seeded,2,L,
3777,3HAS1,2019,entire,504,1742,2246,5000,brin,live,Bromus inermis,High,FS,Seeded,35,G,
3778,3HAS1,2019,entire,52,0,52,5000,pumc,live,Pumice soil,High,FS,Seeded,0,B,
3779,3HAS1,2019,entire,34,469,503,5000,hevi,live,Heterotheca villosa,High,FS,Seeded,9,F,native
3780,3HAS1,2019,entire,31,152,183,5000,bocu,live,Bouteloua curtipendula,High,FS,Seeded,3,G,
3781,3HAS1,2019,entire,19,0,19,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
3782,3HAS1,2019,entire,9,28,37,5000,erxx,live,Erigeron spp.,High,FS,Seeded,1,F,
3783,3HAS1,2019,entire,8,0,8,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
3784,3HAS1,2019,entire,8,23,31,5000,badi,live,Bahia dissecta,High,FS,Seeded,0,F,
3785,3HAS1,2019,entire,5,31,36,5000,agxx2,live,Agropyron sp.,High,FS,Seeded,1,G,
3786,3HAS1,2019,entire,4,26,30,5000,lipu,live,Liatris punctata,High,FS,Seeded,1,F,
3787,3HAS1,2019,entire,1,0,1,5000,chxx,live,Chenopodium sp.,High,FS,Seeded,0,F,
3788,3HAS1,2019,entire,0,6,6,5000,cine,live,Cirsium neomexicanum,High,FS,Seeded,0,F,native
3789,3HAS1,2019,entire,0,3,3,5000,hevi,dead,Heterotheca villosa,High,FS,Seeded,0,F,native
3790,3HAS1,2019,entire,0,16,16,5000,rone,dead,Robinia neomexicana,High,FS,Seeded,0,S,
3791,3HAS1,2019,entire,0,40,40,5000,rone,live,Robinia neomexicana,High,FS,Seeded,1,S,
3792,3HAS1,2019,entire,0,92,92,5000,quga,live,Quercus gambellii,High,FS,Seeded,2,S,
3793,3HAS1,2019,entire,0,32,32,5000,quga,dead,Quercus gambellii,High,FS,Seeded,1,S,
3794,3HAS1,2019,entire,0,114,114,5000,cefe,live,Ceanothus fendleri,High,FS,Seeded,2,U,
3795,3HAS1,2019,entire,0,2,2,5000,agxx2,dead,Agropyron sp.,High,FS,Seeded,0,G,
3796,3HAS2,1997,entire,4725,0,4725,5000,grav,live,Gravel,High,FS,Seeded,0,B,
3797,3HAS2,1997,entire,195,0,195,5000,litt,live,Litter,High,FS,Seeded,0,L,
3798,3HAS2,1997,entire,14,0,14,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
3799,3HAS2,1997,entire,13,190,203,5000,brca2,live,Bromus carinatus,High,FS,Seeded,4,G,
3800,3HAS2,1997,entire,12,62,74,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,1,G,
3801,3HAS2,1997,entire,11,663,674,5000,badi,live,Bahia dissecta,High,FS,Seeded,13,F,
3802,3HAS2,1997,entire,9,264,273,5000,lomu,dead,Lolium multiflorum,High,FS,Seeded,5,G,
3803,3HAS2,1997,entire,8,188,196,5000,crja,live,Cryptantha jamesii,High,FS,Seeded,4,F,
3804,3HAS2,1997,entire,5,54,59,5000,mumo,live,Muhlenbergia montana,High,FS,Seeded,1,G,
3805,3HAS2,1997,entire,4,260,264,5000,arlu,live,Artemisia ludoviciana,High,FS,Seeded,5,F,
3806,3HAS2,1997,entire,3,3,6,5000,lomu,live,Lolium multiflorum,High,FS,Seeded,0,G,
3807,3HAS2,1997,entire,1,123,124,5000,cefe,live,Ceanothus fendleri,High,FS,Seeded,2,U,
3808,3HAS2,1997,entire,0,221,221,5000,veth,live,Verbascum thapsus,High,FS,Seeded,4,F,
3809,3HAS2,1997,entire,0,14,14,5000,vimu,live,Viguiera multiflora,High,FS,Seeded,0,F,
3810,3HAS2,1997,entire,0,7,7,5000,mepu,live,Mentzelia pumila,High,FS,Seeded,0,F,
3811,3HAS2,1997,entire,0,159,159,5000,cisp,live,Cirsium spp.,High,FS,Seeded,3,F,
3812,3HAS2,1997,entire,0,2,2,5000,gras,live,Unidentified grass,High,FS,Seeded,0,G,
3813,3HAS2,1997,entire,0,141,141,5000,limu,live,Lithospermum multiflorum,High,FS,Seeded,3,F,
3814,3HAS2,1997,entire,0,175,175,5000,ersp,live,Erigeron speciosus,High,FS,Seeded,4,F,
3815,3HAS2,1997,entire,0,41,41,5000,geca,live,Geranium caespitosum,High,FS,Seeded,1,F,
3816,3HAS2,1997,entire,0,20,20,5000,lowr,live,Lotus wrightii,High,FS,Seeded,0,F,
3817,3HAS2,1997,entire,0,2,2,5000,line,live,Linum neomexicana,High,FS,Seeded,0,F,
3818,3HAS2,1997,entire,0,6,6,5000,rone,live,Robinia neomexicana,High,FS,Seeded,0,S,
3819,3HAS2,1997,entire,0,140,140,5000,kuch,live,Kuhnia chlorolepis,High,FS,Seeded,3,F,
3820,3HAS2,1997,entire,0,2,2,5000,chfr,live,Chenopodium fremontii,High,FS,Seeded,0,F,
3821,3HAS2,1997,entire,0,15,15,5000,alce,live,Allium cernuum,High,FS,Seeded,0,F,
3822,3HAS2,1997,entire,0,9,9,5000,phfo,dead,Physalis foetens,High,FS,Seeded,0,F,
3823,3HAS2,1997,entire,0,1,1,5000,ansc,live,Schizachyrium scoparius,High,FS,Seeded,0,G,
3824,3HAS2,1997,entire,0,2,2,5000,gras2,live,Unidentified grass,High,FS,Seeded,0,G,
3825,3HAS2,1997,entire,0,12,12,5000,fear,live,Festuca arizonica,High,FS,Seeded,0,G,
3826,3HAS2,1997,entire,0,198,198,5000,quga,live,Quercus gambellii,High,FS,Seeded,4,S,
3827,3HAS2,1997,entire,0,2,2,5000,oxli,live,Oxybaphus linearis,High,FS,Seeded,0,F,
3828,3HAS2,1997,entire,0,16,16,5000,quga,dead,Quercus gambellii,High,FS,Seeded,0,S,
3829,3has2,1998,entire,3754,0,3754,5000,grav,live,Gravel,High,FS,Seeded,0,B,
3830,3has2,1998,entire,1067,39,1106,5000,litt,live,Litter,High,FS,Seeded,1,L,
3831,3has2,1998,entire,51,296,347,5000,mumo,live,Muhlenbergia montana,High,FS,Seeded,6,G,
3832,3has2,1998,entire,33,234,267,5000,brca2,live,Bromus carinatus,High,FS,Seeded,5,G,
3833,3has2,1998,entire,24,176,200,5000,veth,live,Verbascum thapsus,High,FS,Seeded,4,F,
3834,3has2,1998,entire,22,2,24,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
3835,3has2,1998,entire,19,52,71,5000,eltr,live,Elymus trachycaulum,High,FS,Seeded,1,G,
3836,3has2,1998,entire,9,0,9,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
3837,3has2,1998,entire,8,137,145,5000,arlu,live,Artemisia ludoviciana,High,FS,Seeded,3,F,
3838,3has2,1998,entire,5,82,87,5000,crja,live,Cryptantha jamesii,High,FS,Seeded,2,F,
3839,3has2,1998,entire,3,68,71,5000,geca,live,Geranium caespitosum,High,FS,Seeded,1,F,
3840,3has2,1998,entire,3,0,3,5000,shit,live,Animal feces,High,FS,Seeded,0,L,
3841,3has2,1998,entire,1,236,237,5000,cefe,live,Ceanothus fendleri,High,FS,Seeded,5,U,
3842,3has2,1998,entire,1,42,43,5000,cisp,live,Cirsium spp.,High,FS,Seeded,1,F,
3843,3has2,1998,entire,0,68,68,5000,brca2,dead,Bromus carinatus,High,FS,Seeded,1,G,
3844,3has2,1998,entire,0,12,12,5000,gras2,live,Unidentified grass,High,FS,Seeded,0,G,
3845,3has2,1998,entire,0,4,4,5000,mexx,live,Mentzelia sp.,High,FS,Seeded,0,F,
3846,3has2,1998,entire,0,8,8,5000,vimu,live,Viguiera multiflora,High,FS,Seeded,0,F,
3847,3has2,1998,entire,0,46,46,5000,cisp,dead,Cirsium spp.,High,FS,Seeded,1,F,
3848,3has2,1998,entire,0,529,529,5000,badi,dead,Bahia dissecta,High,FS,Seeded,11,F,
3849,3has2,1998,entire,0,40,40,5000,lowr,live,Lotus wrightii,High,FS,Seeded,1,F,
3850,3has2,1998,entire,0,208,208,5000,limu,live,Lithospermum multiflorum,High,FS,Seeded,4,F,
3851,3has2,1998,entire,0,2,2,5000,limu,dead,Lithospermum multiflorum,High,FS,Seeded,0,F,
3852,3has2,1998,entire,0,57,57,5000,arlu,dead,Artemisia ludoviciana,High,FS,Seeded,1,F,
3853,3has2,1998,entire,0,53,53,5000,forb,live,Unidentified forb,High,FS,Seeded,1,F,
3854,3has2,1998,entire,0,22,22,5000,meal2,live,Mentzelia albicaulis,High,FS,Seeded,0,F,
3855,3has2,1998,entire,0,19,19,5000,lomu,live,Lolium multiflorum,High,FS,Seeded,0,G,
3856,3has2,1998,entire,0,1,1,5000,brca,live,Brickellia californica,High,FS,Seeded,0,U,
3857,3has2,1998,entire,0,16,16,5000,veth,dead,Verbascum thapsus,High,FS,Seeded,0,F,
3858,3has2,1998,entire,0,30,30,5000,badi,live,Bahia dissecta,High,FS,Seeded,1,F,
3859,3has2,1998,entire,0,5,5,5000,orhy,live,Oryzopsis hymenoides,High,FS,Seeded,0,G,
3860,3has2,1998,entire,0,8,8,5000,brin,live,Bromus inermis,High,FS,Seeded,0,G,
3861,3has2,1998,entire,0,281,281,5000,quga,live,Quercus gambellii,High,FS,Seeded,6,S,
3862,3has2,1998,entire,0,83,83,5000,rone,live,Robinia neomexicana,High,FS,Seeded,2,S,
3863,3HAS2,2008,entire,2631,3385,6016,5000,brin,live,Bromus inermis,High,FS,Seeded,68,G,
3864,3HAS2,2008,entire,1839,0,1839,5000,litt,live,Litter,High,FS,Seeded,0,L,
3865,3HAS2,2008,entire,341,328,669,5000,wood,live,Dead wood,High,FS,Seeded,7,L,
3866,3HAS2,2008,entire,77,0,77,5000,bare,live,"combined soil,cryp,pumc,grav,rock",High,FS,Seeded,0,B,
3867,3HAS2,2008,entire,51,105,156,5000,mumo,live,Muhlenbergia montana,High,FS,Seeded,2,G,
3868,3HAS2,2008,entire,23,17,40,5000,veth,dead,Verbascum thapsus,High,FS,Seeded,0,F,
3869,3HAS2,2008,entire,20,116,136,5000,bocu,live,Bouteloua curtipendula,High,FS,Seeded,2,G,
3870,3HAS2,2008,entire,18,127,145,5000,caxx,live,Carex spp.,High,FS,Seeded,3,G,
3871,3HAS2,2008,entire,0,111,111,5000,gras,live,Unidentified grass,High,FS,Seeded,2,G,
3872,3HAS2,2008,entire,0,1355,1355,5000,cefe,live,Ceanothus fendleri,High,FS,Seeded,27,U,
3873,3HAS2,2008,entire,0,46,46,5000,quga,live,Quercus gambellii,High,FS,Seeded,1,S,
3874,3HAS2,2008,entire,0,43,43,5000,limu,live,Lithospermum multiflorum,High,FS,Seeded,1,F,
3875,3HAS2,2008,entire,0,3,3,5000,badi,live,Bahia dissecta,High,FS,Seeded,0,F,
3876,3HAS2,2008,entire,0,261,261,5000,rone,live,Robinia neomexicana,High,FS,Seeded,5,S,
3877,3HAS2,2008,entire,0,3,3,5000,thme,dead,Thelesperma megapotamicum,High,FS,Seeded,0,F,
3878,3HAS2,2008,entire,0,33,33,5000,kocr,live,Koeleria cristata,High,FS,Seeded,1,G,
3879,3HAS2,2008,entire,0,18,18,5000,cixx,live,Cirsium sp.,High,FS,Seeded,0,F,
3880,3HAS2,2008,entire,0,20,20,5000,pipo,dead,Pinus ponderosa,High,FS,Seeded,0,T,
3881,3HAS2,2008,entire,0,11,11,5000,lowr,live,Lotus wrightii,High,FS,Seeded,0,F,
3882,3HAS2,2008,entire,0,35,35,5000,agsm,live,Agropyron smithii,High,FS,Seeded,1,G,
3883,3HAS2,2008,entire,0,8,8,5000,cixx,dead,Cirsium sp.,High,FS,Seeded,0,F,
3884,3HAS2,2013,entire,3347,0,3347,5000,pumc,live,Pumice soil,High,FS,Seeded,0,B,
3885,3HAS2,2013,entire,1258,0,1258,5000,bare,live,"combined soil,pumc,grav,rock",High,FS,Seeded,0,F,
3886,3HAS2,2013,entire,288,3,291,5000,litt,live,Litter,High,FS,Seeded,0,L,
3887,3HAS2,2013,entire,44,0,44,5000,rock,live,Rock,High,FS,Seeded,0,B,
3888,3HAS2,2013,entire,24,4,28,5000,gras,dead,Unidentified grass,High,FS,Seeded,0,G,
3889,3HAS2,2013,entire,13,26,39,5000,badi,dead,Bahia dissecta,High,FS,Seeded,1,F,
3890,3HAS2,2013,entire,11,31,42,5000,daca,dead,Dalea candidum,High,FS,Seeded,1,U,
3891,3HAS2,2013,entire,6,218,224,5000,brin,dead,Bromus inermis,High,FS,Seeded,4,G,
3892,3HAS2,2013,entire,3,36,39,5000,bocu,live,Bouteloua curtipendula,High,FS,Seeded,1,G,
3893,3HAS2,2013,entire,3,0,3,5000,wood,live,Dead wood,High,FS,Seeded,0,L,
3894,3HAS2,2013,entire,1,35,36,5000,rone,live,Robinia neomexicana,High,FS,Seeded,1,S,
3895,3HAS2,2013,entire,1,3,4,5000,rone,dead,Robinia neomexicana,High,FS,Seeded,0,S,
